,CN_PPI,CN_IP,CN_EX_YoY,US_PPI,US_IP,EA_PPI,EA_IP,EA_EX_YoY,JP_PPI,JP_IP,JP_EX_YoY,KR_PPI,KR_IP,KR_EX_YoY
2017-05-22,,,-0.18996795197147032,,,,,2.4528129844077595,,,-1.3753327417923678,,,-1.718391818021514
2017-05-23,,,-0.20428565219281491,,,,,1.837031647871945,,,-0.8789842848264229,,,-1.0092477716477921
2017-05-24,,,-0.22740440324449107,,,,,2.2602489019033722,,,-0.7266926621765424,,,-0.8897441103000392
2017-05-25,,,-0.5618302924992657,,,,,3.154022988505756,,,-2.1805762325947886,,,-1.333227591554742
2017-05-26,,,-0.7042355566503788,,,,,2.7315368343603375,,,-2.3855463953692313,,,-1.1889094008638579
2017-05-29,,,-0.7358799414772577,,,,,2.769344005888308,,,-2.171046848905689,,,-0.7840285230286126
2017-05-30,,,-0.6480890796265126,,,,,2.3521874427969935,,,-2.312444836716676,,,0.10609086370443332
2017-05-31,,,-1.1640058055152336,,,,,2.3408324984060425,,,-2.4925136515765445,,,0.4098617949614747
2017-06-01,5.5,107.6,-1.1780941313190074,1.8083182640144635,1.4803308546539107,2.22446916076843,,1.282514450867045,2.09640458652917,3.8306793087707014,-1.766160367361358,3.0271722285359903,0.883203582572323,0.5246636771300439
2017-06-02,,,-1.0003925959315318,,,,,1.2214837434884274,,,-0.870267360488064,,,-0.1054824032109658
2017-06-05,,,-1.2340301974448353,,,,,1.0781671159029615,,,-0.2977801840822969,,,-0.9502554974007427
2017-06-06,,,-1.2857765509225572,,,,,0.679177837354783,,,-1.9108280254777066,,,0.1629787500783575
2017-06-07,,,-1.2974370895565746,,,,,0.0,,,-1.4484930274404006,,,0.8477541243911091
2017-06-08,,,-1.2921022067363452,,,,,0.169673155920691,,,-1.3794338946614193,,,-0.2035519368544514
2017-06-09,,,-1.3254358840352531,,,,,0.13422818791946067,,,-1.2587038028923359,,,0.06056126038671561
2017-06-12,,,-1.0164259086672955,,,,,-0.12479942948830924,,,-1.7726051924798591,,,0.9681078136303034
2017-06-13,,,-0.7938708500547231,,,,,0.21486123545209068,,,-1.0601976639712407,,,0.8152538282067079
2017-06-14,,,-0.9295877417001108,,,,,0.957923008057282,,,-1.9227313566936188,,,-0.19844994502400404
2017-06-15,,,-0.6771251368113851,,,,,-0.2772064741125013,,,-0.018070112034707098,,,0.6269648311915121
2017-06-16,,,-0.001468471908128155,,,,,-0.37379850480597776,,,0.11742390028002259,,,1.2165276264313407
2017-06-19,,,0.22196416234252503,,,,,-0.48154093097911854,,,0.08989572096369525,,,1.2347771780345296
2017-06-20,,,0.2937504589850759,,,,,-1.2954747116237786,,,0.8779075029414329,,,2.133352423735335
2017-06-21,,,0.3601352344553943,,,,,-0.9511111111111026,,,0.9865146167074013,,,2.196809842280323
2017-06-22,,,0.4856869526823182,,,,,-1.047399254393755,,,1.8474483263215546,,,2.1885868058970193
2017-06-23,,,0.6035180687421926,,,,,-0.3559985760057005,,,1.5702026656928991,,,0.7854753771705081
2017-06-26,,,0.576555375790555,,,,,-0.18721583311045453,,,1.2534059945504161,,,0.8684189431118705
2017-06-27,,,0.19126085037517448,,,,,0.9830205540661163,,,1.6363800741343582,,,1.26923658890441
2017-06-28,,,0.014711507341047536,,,,,1.4280614066404906,,,2.2420707254830585,,,1.0048206625094203
2017-06-29,,,-0.2074108942204389,,,,,2.018938717169916,,,1.9978205593897513,,,1.4435311538495643
2017-06-30,,,-0.13993636577892543,,,,,1.188259288817961,,,2.9681201905459975,,,2.4452505710063077
2017-07-01,5.5,106.4,,1.9909502262443368,1.1187969195710634,2.22446916076843,1.86435229829638,,2.17204410822077,2.8084107373052447,,3.1133636739759885,2.40250877759525,
2017-07-03,,,-0.11313380643833693,,,,,1.92790530846485,,,2.4037592626061866,,,1.712525776389251
2017-07-04,,,-0.16593976239775987,,,,,1.5454707879221097,,,2.237459400938291,,,1.4172255559477431
2017-07-05,,,-0.2713405690818349,,,,,1.577060931899621,,,1.6705586491826852,,,1.618944381284737
2017-07-06,,,-0.4320128871640905,,,,,2.562028047464948,,,1.6328727794724607,,,1.3335319320441963
2017-07-07,,,-0.3456609300622526,,,,,2.270483711747273,,,2.258469259723972,,,0.9483731550905095
2017-07-10,,,-0.3647015745148252,,,,,2.224614280588444,,,2.4425287356321768,,,0.5546758121101281
2017-07-11,,,-0.4901602165483965,,,,,2.0900321543408484,,,2.642459104799566,,,1.486332624295006
2017-07-12,,,-0.7560469129302971,,,,,1.920328688817441,,,1.53390742734123,,,0.5156823961570911
2017-07-13,,,-0.4038179148311283,,,,,0.7522123893805466,,,0.8628357943426535,,,-0.04834017420040082
2017-07-14,,,-0.3574370440103558,,,,,0.774375219992951,,,0.42788375824567293,,,-1.236524769903069
2017-07-17,,,-0.22110849056603543,,,,,0.4378283712784592,,,0.39173789173789775,,,-1.427360213972917
